product_id,product_name,category,price,rating,availability,number_of_reviews,product_url,scrape_date
18,Mesaerion: The Best Science Fiction Stories 1800-1849,Books,37.59,One,In stock,,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,2025-12-18
19,Libertarianism for Beginners,Books,51.33,Two,In stock,,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html,2025-12-18
20,It's Only the Himalayas,Books,45.17,Two,In stock,,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html,2025-12-18
21,In Her Wake,Books,12.84,One,In stock,,https://books.toscrape.com/catalogue/in-her-wake_980/index.html,2025-12-18
22,How Music Works,Books,37.32,Two,In stock,,https://books.toscrape.com/catalogue/how-music-works_979/index.html,2025-12-18
23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Books,30.52,Three,In stock,,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,2025-12-18
24,Chase Me (Paris Nights #2),Books,25.27,Five,In stock,,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,2025-12-18
25,Black Dust,Books,34.53,Five,In stock,,https://books.toscrape.com/catalogue/black-dust_976/index.html,2025-12-18
26,Birdsong: A Story in Pictures,Books,54.64,Three,In stock,,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,2025-12-18
27,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Books,22.5,Three,In stock,,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,2025-12-18
28,Aladdin and His Wonderful Lamp,Books,53.13,Three,In stock,,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,2025-12-18
29,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Books,40.3,Five,In stock,,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,2025-12-18
30,Wall and Piece,Books,44.18,Four,In stock,,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,2025-12-18
31,The Four Agreements: A Practical Guide to Personal Freedom,Books,17.66,Five,In stock,,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,2025-12-18
32,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Books,31.05,Three,In stock,,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,2025-12-18
33,The Elephant Tree,Books,23.82,Five,In stock,,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,2025-12-18
34,The Bear and the Piano,Books,36.89,One,In stock,,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,2025-12-18
35,Sophie's World,Books,15.94,Five,In stock,,https://books.toscrape.com/catalogue/sophies-world_966/index.html,2025-12-18
36,Penny Maybe,Books,33.29,Three,In stock,,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,2025-12-18
37,Maude (1883-1993):She Grew Up with the country,Books,18.02,Two,In stock,,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,2025-12-18
38,"In a Dark, Dark Wood",Books,19.63,One,In stock,,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,2025-12-18
39,Behind Closed Doors,Books,52.22,Four,In stock,,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,2025-12-18
40,You can't bury them all: Poems,Books,33.63,Two,In stock,,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,2025-12-18
41,Slow States of Collapse: Poems,Books,57.31,Three,In stock,,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,2025-12-18
42,Reasons to Stay Alive,Books,26.41,Two,In stock,,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,2025-12-18
43,Private Paris (Private #10),Books,47.61,Five,In stock,,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,2025-12-18
44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Books,23.11,Five,In stock,,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,2025-12-18
45,Without Borders (Wanderlove #1),Books,45.07,Two,In stock,,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,2025-12-18
46,When We Collided,Books,31.77,One,In stock,,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,2025-12-18
47,"We Love You, Charlie Freeman",Books,50.27,Five,In stock,,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,2025-12-18
48,Untitled Collection: Sabbath Poems 2014,Books,14.27,Four,In stock,,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,2025-12-18
49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Books,44.18,Four,In stock,,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,2025-12-18
50,Unicorn Tracks,Books,18.78,Three,In stock,,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,2025-12-18
51,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",Books,25.52,One,In stock,,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,2025-12-18
52,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Books,16.28,One,In stock,,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,2025-12-18
53,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Books,31.12,Three,In stock,,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,2025-12-18
54,This One Summer,Books,19.49,Four,In stock,,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,2025-12-18
55,Thirst,Books,17.27,Five,In stock,,https://books.toscrape.com/catalogue/thirst_946/index.html,2025-12-18
56,The Torch Is Passed: A Harding Family Story,Books,19.09,One,In stock,,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,2025-12-18
57,The Secret of Dreadwillow Carse,Books,56.13,One,In stock,,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,2025-12-18
58,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Books,56.41,One,In stock,,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,2025-12-18
59,The Past Never Ends,Books,56.5,Four,In stock,,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,2025-12-18
60,The Natural History of Us (The Fine Art of Pretending #2),Books,45.22,Three,In stock,,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,2025-12-18
61,The Nameless City (The Nameless City #1),Books,38.16,Four,In stock,,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,2025-12-18
62,The Murder That Never Was (Forensic Instincts #5),Books,54.11,Three,In stock,,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,2025-12-18
63,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Books,42.96,Four,In stock,,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,2025-12-18
64,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Books,23.89,Four,In stock,,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,2025-12-18
65,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Books,16.77,Three,In stock,,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,2025-12-18
66,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Books,20.59,Five,In stock,,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,2025-12-18
67,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Books,37.13,One,In stock,,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,2025-12-18
68,The Electric Pencil: Drawings from Inside State Hospital No. 3,Books,56.06,One,In stock,,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,2025-12-18
69,The Death of Humanity: and the Case for Life,Books,58.11,Four,In stock,,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,2025-12-18
70,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Books,49.05,Three,In stock,,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,2025-12-18
71,The Art Forger,Books,40.76,Three,In stock,,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,2025-12-18
72,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,Books,19.73,One,In stock,,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,2025-12-18
73,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Books,32.24,Five,In stock,,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,2025-12-18
74,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Books,41.83,Four,In stock,,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,2025-12-18
75,Soul Reader,Books,39.58,Two,In stock,,https://books.toscrape.com/catalogue/soul-reader_926/index.html,2025-12-18
76,Security,Books,39.25,Two,In stock,,https://books.toscrape.com/catalogue/security_925/index.html,2025-12-18
77,"Saga, Volume 6 (Saga (Collected Editions) #6)",Books,25.02,Three,In stock,,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,2025-12-18
78,"Saga, Volume 5 (Saga (Collected Editions) #5)",Books,51.04,Two,In stock,,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,2025-12-18
79,Reskilling America: Learning to Labor in the Twenty-First Century,Books,19.83,Two,In stock,,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,2025-12-18
80,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Books,50.4,Three,In stock,,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,2025-12-18
81,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Books,13.61,Five,In stock,,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,2025-12-18
82,Princess Between Worlds (Wide-Awake Princess #5),Books,13.34,Five,In stock,,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,2025-12-18
83,"Pop Gun War, Volume 1: Gift",Books,18.97,One,In stock,,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,2025-12-18
84,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Books,36.28,Two,In stock,,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,2025-12-18
85,Patience,Books,10.16,Three,In stock,,https://books.toscrape.com/catalogue/patience_916/index.html,2025-12-18
86,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Books,15.44,Four,In stock,,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,2025-12-18
87,orange: The Complete Collection 1 (orange: The Complete Collection #1),Books,48.41,One,In stock,,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,2025-12-18
88,Online Marketing for Busy Authors: A Step-By-Step Guide,Books,46.35,One,In stock,,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,2025-12-18
89,On a Midnight Clear,Books,14.07,Three,In stock,,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,2025-12-18
90,Obsidian (Lux #1),Books,14.86,Two,In stock,,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,2025-12-18
91,My Paris Kitchen: Recipes and Stories,Books,33.37,Two,In stock,,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,2025-12-18
92,Masks and Shadows,Books,56.4,Two,In stock,,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,2025-12-18
93,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Books,14.02,Four,In stock,,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,2025-12-18
94,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Books,46.91,Two,In stock,,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,2025-12-18
95,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Books,45.61,Three,In stock,,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,2025-12-18
96,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Books,19.92,Two,In stock,,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,2025-12-18
97,"Layered: Baking, Building, and Styling Spectacular Cakes",Books,40.11,One,In stock,,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,2025-12-18
98,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Books,53.9,Two,In stock,,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,2025-12-18
99,Join,Books,35.67,Five,In stock,,https://books.toscrape.com/catalogue/join_902/index.html,2025-12-18
100,In the Country We Love: My Family Divided,Books,22.0,Four,In stock,,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,2025-12-18
101,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Books,57.36,Five,In stock,,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,2025-12-18
102,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Books,29.17,Two,In stock,,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,2025-12-18
103,I am a Hero Omnibus Volume 1,Books,54.63,Three,In stock,,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,2025-12-18
104,How to Be Miserable: 40 Strategies You Already Use,Books,46.03,One,In stock,,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,2025-12-18
105,Her Backup Boyfriend (The Sorensen Family #1),Books,33.97,One,In stock,,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,2025-12-18
106,"Giant Days, Vol. 2 (Giant Days #5-8)",Books,22.11,Two,In stock,,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,2025-12-18
107,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Books,29.69,Three,In stock,,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,2025-12-18
108,First and First (Five Boroughs #3),Books,15.97,Four,In stock,,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,2025-12-18
109,Fifty Shades Darker (Fifty Shades #2),Books,21.96,One,In stock,,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,2025-12-18
110,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Books,54.35,Two,In stock,,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,2025-12-18
111,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Books,37.97,Two,In stock,,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,2025-12-18
112,Danganronpa Volume 1,Books,51.99,Four,In stock,,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,2025-12-18
113,Crown of Midnight (Throne of Glass #2),Books,43.29,Three,In stock,,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,2025-12-18
114,"Codename Baboushka, Volume 1: The Conclave of Death",Books,36.72,Four,In stock,,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,2025-12-18
115,Camp Midnight,Books,17.08,Four,In stock,,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,2025-12-18
116,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Books,29.14,Five,In stock,,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,2025-12-18
117,Burning,Books,28.81,Three,In stock,,https://books.toscrape.com/catalogue/burning_884/index.html,2025-12-18
118,Bossypants,Books,49.46,Two,In stock,,https://books.toscrape.com/catalogue/bossypants_883/index.html,2025-12-18
119,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Books,37.92,Two,In stock,,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,2025-12-18
120,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Books,28.09,Two,In stock,,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,2025-12-18
121,Algorithms to Live By: The Computer Science of Human Decisions,Books,30.81,One,In stock,,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,2025-12-18
122,A World of Flavor: Your Gluten Free Passport,Books,42.95,One,In stock,,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,2025-12-18
123,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Books,56.76,Five,In stock,,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,2025-12-18
124,A Murder in Time,Books,16.64,One,In stock,,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,2025-12-18
125,A Flight of Arrows (The Pathfinders #2),Books,55.53,Five,In stock,,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,2025-12-18
126,A Fierce and Subtle Poison,Books,28.13,Four,In stock,,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,2025-12-18
127,A Court of Thorns and Roses (A Court of Thorns and Roses #1),Books,52.37,One,In stock,,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,2025-12-18
128,(Un)Qualified: How God Uses Broken People to Do Big Things,Books,54.0,Five,In stock,,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,2025-12-18
129,You Are What You Love: The Spiritual Power of Habit,Books,21.87,Four,In stock,,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,2025-12-18
130,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Books,43.3,Four,In stock,,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,2025-12-18
131,Tuesday Nights in 1980,Books,21.04,Two,In stock,,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,2025-12-18
132,Tracing Numbers on a Train,Books,41.6,Three,In stock,,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,2025-12-18
133,Throne of Glass (Throne of Glass #1),Books,35.07,Three,In stock,,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,2025-12-18
134,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,Books,59.64,One,In stock,,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,2025-12-18
135,Thirteen Reasons Why,Books,52.72,One,In stock,,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,2025-12-18
136,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,Books,58.08,Four,In stock,,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,2025-12-18
137,The Wedding Dress,Books,24.12,One,In stock,,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,2025-12-18
138,The Vacationers,Books,42.15,Four,In stock,,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,2025-12-18
139,The Third Wave: An Entrepreneurâs Vision of the Future,Books,12.61,Five,In stock,,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,2025-12-18
140,The Stranger,Books,17.44,Four,In stock,,https://books.toscrape.com/catalogue/the-stranger_861/index.html,2025-12-18
141,The Shadow Hero (The Shadow Hero),Books,33.14,One,In stock,,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,2025-12-18
142,The Secret (The Secret #1),Books,27.37,Four,In stock,,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,2025-12-18
143,The Regional Office Is Under Attack!,Books,51.36,Five,In stock,,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,2025-12-18
144,The Psychopath Test: A Journey Through the Madness Industry,Books,36.0,Two,In stock,,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,2025-12-18
145,The Project,Books,10.65,One,In stock,,https://books.toscrape.com/catalogue/the-project_856/index.html,2025-12-18
146,The Power of Now: A Guide to Spiritual Enlightenment,Books,43.54,Two,In stock,,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,2025-12-18
147,The Omnivore's Dilemma: A Natural History of Four Meals,Books,38.21,Two,In stock,,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,2025-12-18
148,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Books,37.34,Five,In stock,,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,2025-12-18
149,The Murder of Roger Ackroyd (Hercule Poirot #4),Books,44.1,Four,In stock,,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,2025-12-18
150,The Mistake (Off-Campus #2),Books,43.29,Three,In stock,,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,2025-12-18
151,The Matchmaker's Playbook (Wingmen Inc. #1),Books,55.85,One,In stock,,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,2025-12-18
152,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Books,37.6,Two,In stock,,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,2025-12-18
153,The Long Shadow of Small Ghosts: Murder and Memory in an American City,Books,10.97,One,In stock,,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,2025-12-18
